Id,SalePrice
1461,107561.94432702856
1462,150351.3601598625
1463,177274.74956036694
1464,191866.68380379243
1465,206205.37454175536
1466,170564.60831909318
1467,186498.66203499277
1468,162467.13046516798
1469,209389.7278920009
1470,116784.4518547444
1471,155489.88187254177
1472,95271.46114841232
1473,88424.0938170763
1474,138461.14470388024
1475,96973.2913201135
1476,374736.4137356911
1477,262394.96126110735
1478,328089.0339825421
1479,321270.4526613184
1480,464286.9145041553
1481,308531.99621223635
1482,218452.78065124137
1483,172350.99335373467
1484,159628.10460239067
1485,193913.47068348838
1486,192734.5213865728
1487,331708.78770365287
1488,225306.86577117498
1489,202764.32215649652
1490,252794.7578830953
1491,195282.87304086456
1492,96087.93632898043
1493,213283.60464703082
1494,322227.52145964437
1495,288179.5830776811
1496,243544.9822841962
1497,171596.05672916997
1498,174178.99766366027
1499,148459.57793596087
1500,153884.50917994368
1501,195206.5498507862
1502,144698.50004219028
1503,288135.9107488998
1504,238228.2047693537
1505,224383.73912961883
1506,190430.20756140733
1507,233295.56349482856
1508,188667.98120308423
1509,150045.07982542407
1510,144425.4033679146
1511,154819.38986082378
1512,174975.48052155535
1513,167651.1641987588
1514,145235.45270679003
1515,202831.90238477176
1516,160266.59866711224
1517,176876.97278211557
1518,120505.32621855018
1519,208177.51991099762
1520,120461.73189824555
1521,120698.17952636362
1522,185659.7368308013
1523,108723.70127580938
1524,124423.5206196493
1525,113394.16328542883
1526,109670.28643337628
1527,105168.15928958595
1528,132191.45254676585
1529,151871.58328923996
1530,212300.96672941063
1531,126568.57447012019
1532,100565.02092278816
1533,155913.41501153118
1534,116873.70733802274
1535,142083.34879248793
1536,93701.69594496544
1537,47966.34457382303
1538,151980.59979370082
1539,202031.54394127036
1540,116079.01823719557
1541,131857.71831079636
1542,136361.97351568012
1543,177657.77710780158
1544,87578.29883620329
1545,115714.3659115092
1546,141280.24438784417
1547,121693.3860536677
1548,149653.65135954687
1549,128053.17548375839
1550,146956.9332879836
1551,104168.39906481735
1552,148574.7335809092
1553,147497.8305118006
1554,122469.16993897175
1555,145971.8869129805
1556,93909.05003824597
1557,151357.53211058126
1558,109773.39878801536
1559,61956.503254887895
1560,146072.2342049443
1561,146316.7288521743
1562,123457.75065969897
1563,125497.32620778287
1564,155405.19188395544
1565,139621.2828148123
1566,227282.6678489927
1567,75587.9478855627
1568,218397.63025334655
1569,121575.07213195757
1570,135378.76284230055
1571,87589.18559134263
1572,141284.2188813235
1573,251419.50709917385
1574,141536.80900493168
1575,237745.24843748004
1576,251063.20226008288
1577,184774.61564312715
1578,158476.40068969634
1579,158297.99334851647
1580,196013.34350455357
1581,164716.7015366447
1582,144148.55792181953
1583,269779.7346294733
1584,220099.1385103495
1585,140123.13078044943
1586,88359.3184424454
1587,105337.60453657825
1588,149732.83586380875
1589,108597.28708501159
1590,131614.871577992
1591,92211.99650823779
1592,118796.66067769902
1593,146946.33886585414
1594,165541.50557746456
1595,117325.92315306063
1596,220749.3710190968
1597,199592.92148013978
1598,214011.87370306975
1599,188977.8217924151
1600,169468.57112575835
1601,66837.70074629123
1602,123602.52190893082
1603,56885.08138599292
1604,271841.1972181332
1605,226219.20328340106
1606,164155.41728553455
1607,188917.62828687392
1608,212457.69255766735
1609,192756.1083339447
1610,159699.55602574858
1611,133077.65368342435
1612,178704.74999234773
1613,165035.42573068154
1614,145296.87185389156
1615,97682.45119045596
1616,72455.80538443683
1617,88131.79800468861
1618,135993.71267857042
1619,147804.30912782514
1620,164083.70951440337
1621,124077.44722609024
1622,151616.1309864477
1623,244955.3064935647
1624,199047.73476055078
1625,113707.94349870714
1626,177134.26133616403
1627,181924.8500475131
1628,277854.73208500014
1629,182331.90878752718
1630,350601.2081869008
1631,261133.3860986805
1632,246988.27703847314
1633,185777.5911768047
1634,187356.50344083508
1635,177036.5547372802
1636,149705.19948490913
1637,190710.51088023774
1638,174145.82524242369
1639,183431.64862674853
1640,236232.93177404432
1641,174485.16535137076
1642,263815.3038072371
1643,215231.99792880187
1644,229320.29051555417
1645,210738.288667853
1646,157814.07019222807
1647,157375.0854981714
1648,135619.6179348255
1649,133474.81551138643
1650,122915.20159876517
1651,119578.22532752203
1652,97259.07519466418
1653,97263.30084281546
1654,135485.0937116203
1655,124680.01371717636
1656,133223.25254802816
1657,145822.6895675656
1658,141049.68584562186
1659,119801.05553339107
1660,148395.45477761072
1661,423366.79724754905
1662,385168.3500645429
1663,379073.0255472472
1664,491328.9279324525
1665,337923.1601972219
1666,330112.70717611886
1667,353027.5425602153
1668,361569.89284396014
1669,326977.9679613864
1670,364127.7165223862
1671,264445.5137039171
1672,399455.7353739259
1673,296412.92567248875
1674,254120.60494880477
1675,204971.8827820009
1676,208006.1489008944
1677,218054.75811529552
1678,454343.5443068621
1679,383849.3786904203
1680,337337.02741911414
1681,289737.96754243376
1682,322362.1707342304
1683,198941.80469543836
1684,172608.8063189425
1685,176249.63822314734
1686,163677.42196263227
1687,177818.58161534407
1688,185685.31489316095
1689,193259.3390638172
1690,197653.54926909492
1691,187777.67537530282
1692,259063.5157294558
1693,177256.2789885759
1694,184709.91826613105
1695,173521.40773739872
1696,250135.05449103017
1697,186923.3254342596
1698,335687.1633831129
1699,336804.3550664822
1700,273978.03064482956
1701,288676.8200098938
1702,228153.6646486878
1703,225122.12952248123
1704,252642.065342077
1705,244179.92792901106
1706,209766.28262476294
1707,231965.54743501748
1708,205209.4515846118
1709,247053.31672155423
1710,223199.97098053203
1711,273790.19170410186
1712,255165.85811818764
1713,282071.6522287687
1714,217908.17066486817
1715,211652.487609755
1716,174743.26227185968
1717,172166.0911793022
1718,142338.69029755084
1719,219394.6693382242
1720,240708.4931714975
1721,149700.15226938523
1722,115727.47851519674
1723,149605.69630365344
1724,212964.93925511523
1725,236799.471548337
1726,182273.10775555018
1727,157209.51242069015
1728,161782.87201494188
1729,182726.809870575
1730,163690.13985597115
1731,130688.69176003378
1732,126205.95873207273
1733,117383.05331829275
1734,116617.34949024815
